expense_id,date,item_name,qty,unit,debit,kredit,saldo,month,source_sheet,item_key,is_topup
PCE-1283,2026-04-11,ongkir shopeexpress toko gedhe,1.0,time,7000.0,0.0,-2832105.0,April,Expense April,ONGKIR SHOPEEXPRESS TOKO GEDHE,False
PCE-1284,2026-04-11,LKK Sesame Oil 115ml,1.0,pcs,47500.0,0.0,-2879605.0,April,Expense April,LKK SESAME OIL 115ML,False
PCE-1285,2026-04-11,parkir gluckmart,1.0,time,2000.0,0.0,-2881605.0,April,Expense April,PARKIR GLUCKMART,False
PCE-1286,2026-04-11,Nutella 1kg,1.0,pcs,189000.0,0.0,-3070605.0,April,Expense April,NUTELLA 1KG,False
PCE-1287,2026-04-11,"Delmonte Saus Tomat 5,7kg",1.0,pcs,97000.0,0.0,-3167605.0,April,Expense April,"DELMONTE SAUS TOMAT 5,7KG",False
PCE-1288,2026-04-11,Bogasari Tep. Cakra Kembar 1kg,8.0,pcs,104000.0,0.0,-3271605.0,April,Expense April,BOGASARI TEP. CAKRA KEMBAR 1KG,False
PCE-1289,2026-04-11,Maizenaku 1kg,6.0,pcs,120000.0,0.0,-3391605.0,April,Expense April,MAIZENAKU 1KG,False
PCE-1290,2026-04-11,ongkir shopeexpress intisari,1.0,x,7000.0,0.0,-3398605.0,April,Expense April,ONGKIR SHOPEEXPRESS INTISARI,False
PCE-1291,2026-04-11,Whipping Cream Millac Gold 1L,1.0,pcs,79000.0,0.0,-3477605.0,April,Expense April,WHIPPING CREAM MILLAC GOLD 1L,False
PCE-1292,2026-04-11,"Star V Whole Peeled Tomatoes 2,5kg",1.0,pcs,98000.0,0.0,-3575605.0,April,Expense April,"STAR V WHOLE PEELED TOMATOES 2,5KG",False
PCE-1293,2026-04-11,parkir gluckmart,1.0,time,2000.0,0.0,-3577605.0,April,Expense April,PARKIR GLUCKMART,False
PCE-1294,2026-04-11,es,1.0,pack,10000.0,0.0,-3587605.0,April,Expense April,ES,False
PCE-1295,2026-04-11,Wortel,3.0,pcs,6500.0,0.0,-3594105.0,April,Expense April,WORTEL,False
PCE-1296,2026-04-11,Daun Bawang,1.0,ikat,3500.0,0.0,-3597605.0,April,Expense April,DAUN BAWANG,False
PCE-1297,2026-04-11,Bawang Merah,150.0,gr,6000.0,0.0,-3603605.0,April,Expense April,BAWANG MERAH,False
PCE-1298,2026-04-11,Ongkir Shopeexpress Print Menu Mie Curry,1.0,x,7000.0,0.0,-3610605.0,April,Expense April,ONGKIR SHOPEEXPRESS PRINT MENU MIE CURRY,False
PCE-1299,2026-04-11,Lettuce Iceberg,1.0,kg,30000.0,0.0,-3640605.0,April,Expense April,LETTUCE ICEBERG,False
PCE-1300,2026-04-11,Ongkir Giri Jaya Express Mapple Syrup,1.0,x,125000.0,0.0,-3765605.0,April,Expense April,ONGKIR GIRI JAYA EXPRESS MAPPLE SYRUP,False
PCE-1301,2026-04-11,Starindo Cup Polos 14oz,100.0,pcs,31900.0,0.0,-3797505.0,April,Expense April,STARINDO CUP POLOS 14OZ,False
PCE-1302,2026-04-11,Ultamilk UHT Chocolate 1L,4.0,pcs,79920.0,0.0,-3877425.0,April,Expense April,ULTAMILK UHT CHOCOLATE 1L,False
PCE-1303,2026-04-11,Aqua Galon,2.0,pcs,46000.0,0.0,-3923425.0,April,Expense April,AQUA GALON,False
PCE-1304,2026-04-11,Air Isi Ulang,1.0,pcs,7000.0,0.0,-3930425.0,April,Expense April,AIR ISI ULANG,False
PCE-1305,2026-04-11,es,2.0,pack,20000.0,0.0,-3950425.0,April,Expense April,ES,False
PCE-1306,2026-04-11,Ongkir BerlyanFood FunkyDak Suburbuns,1.0,time,30000.0,0.0,-3980425.0,April,Expense April,ONGKIR BERLYANFOOD FUNKYDAK SUBURBUNS,False
PCE-1307,2026-04-11,Salted Caramel Syrup 750ml,1.0,pcs,104500.0,0.0,-4084925.0,April,Expense April,SALTED CARAMEL SYRUP 750ML,False
PCE-1308,2026-04-13,es,2.0,pack,20000.0,0.0,-4104925.0,April,Expense April,ES,False
PCE-1309,2026-04-13,Cabai Bubuk 1kg,1.0,pcs,92000.0,0.0,-4196925.0,April,Expense April,CABAI BUBUK 1KG,False
PCE-1310,2026-04-13,Refill Gas 50kg,1.0,pcs,836000.0,0.0,-5032925.0,April,Expense April,REFILL GAS 50KG,False
PCE-1311,2026-04-13,Additional Petty Cash,1.0,time,0.0,5532925.0,500000.0,April,Expense April,ADDITIONAL PETTY CASH,True
PCE-1312,2026-04-14,Telur Ayam Omega,7.0,pcs,21000.0,0.0,479000.0,April,Expense April,TELUR AYAM OMEGA,False
PCE-1313,2026-04-14,Minyak Resto 1L,36.0,pcs,723000.0,0.0,-244000.0,April,Expense April,MINYAK RESTO 1L,False
PCE-1314,2026-04-14,Cup Sambung 35ml LUX ,600.0,pcs,168000.0,0.0,-412000.0,April,Expense April,CUP SAMBUNG 35ML LUX,False
PCE-1315,2026-04-14,shopeexpress toko enampuluh,1.0,time,7000.0,0.0,-419000.0,April,Expense April,SHOPEEXPRESS TOKO ENAMPULUH,False
PCE-1316,2026-04-14,Monin Peach Syrup 700ml,1.0,pcs,149000.0,0.0,-568000.0,April,Expense April,MONIN PEACH SYRUP 700ML,False
PCE-1317,2026-04-14,L'arome Vanilla Susu 500gr,1.0,pcs,255000.0,0.0,-823000.0,April,Expense April,L'AROME VANILLA SUSU 500GR,False
PCE-1318,2026-04-14,ongkir shopeexpress intisari,1.0,time,7000.0,0.0,-830000.0,April,Expense April,ONGKIR SHOPEEXPRESS INTISARI,False
PCE-1319,2026-04-14,Butter Unsalted Mni Anchor 7gr,24.0,pcs,96000.0,0.0,-926000.0,April,Expense April,BUTTER UNSALTED MNI ANCHOR 7GR,False
PCE-1320,2026-04-14,es,2.0,pack,20000.0,0.0,-946000.0,April,Expense April,ES,False
PCE-1321,2026-04-14,Ongkir Shopeexpress Trial Roti Chicken FDak - KJ,1.0,time,7000.0,0.0,-953000.0,April,Expense April,ONGKIR SHOPEEXPRESS TRIAL ROTI CHICKEN FDAK - KJ,False
PCE-1322,2026-04-14,Diamond Ice Cream Vanilla 8L,1.0,box,202000.0,0.0,-1155000.0,April,Expense April,DIAMOND ICE CREAM VANILLA 8L,False
PCE-1323,2026-04-14,ongkir shopeexpress victory,1.0,time,5000.0,0.0,-1160000.0,April,Expense April,ONGKIR SHOPEEXPRESS VICTORY,False
PCE-1324,2026-04-14,Mosa Soda Chargers,20.0,pcs,150000.0,0.0,-1310000.0,April,Expense April,MOSA SODA CHARGERS,False
PCE-1325,2026-04-14,Kokkiman Gochujang Sauce 300gr,7.0,botol,164500.0,0.0,-1474500.0,April,Expense April,KOKKIMAN GOCHUJANG SAUCE 300GR,False
PCE-1326,2026-04-14,Anchor Cheese Red Cheddar 84 slice,1.0,pack,154000.0,0.0,-1628500.0,April,Expense April,ANCHOR CHEESE RED CHEDDAR 84 SLICE,False
PCE-1327,2026-04-14,Anchor Butter 1kg,2.0,pack,340000.0,0.0,-1968500.0,April,Expense April,ANCHOR BUTTER 1KG,False
PCE-1328,2026-04-14,Service AC,3.0,unit,300000.0,0.0,-2268500.0,April,Expense April,SERVICE AC,False
PCE-1329,2026-04-14,Cek Up Tekanan Freon,3.0,unit,50000.0,0.0,-2318500.0,April,Expense April,CEK UP TEKANAN FREON,False
PCE-1330,2026-04-15,Indomilk UHT 950ml,24.0,pcs,453000.0,0.0,-2771500.0,April,Expense April,INDOMILK UHT 950ML,False
PCE-1331,2026-04-15,Segitiga Biru Premium 1kg,6.0,pcs,81000.0,0.0,-2852500.0,April,Expense April,SEGITIGA BIRU PREMIUM 1KG,False
PCE-1332,2026-04-15,Maizenaku 1kg,2.0,pcs,45000.0,0.0,-2897500.0,April,Expense April,MAIZENAKU 1KG,False
PCE-1333,2026-04-15,es,2.0,pack,20000.0,0.0,-2917500.0,April,Expense April,ES,False
PCE-1334,2026-04-15,Bawang Bombay,3.0,kg,96000.0,0.0,-3013500.0,April,Expense April,BAWANG BOMBAY,False
PCE-1335,2026-04-15,Royco Ayam,1.0,kg,51450.0,0.0,-3064950.0,April,Expense April,ROYCO AYAM,False
PCE-1336,2026-04-15,Minyak Resto 1L,12.0,pcs,241000.0,0.0,-3305950.0,April,Expense April,MINYAK RESTO 1L,False
PCE-1337,2026-04-16,Pisang Cavendish Sunpride,0.0827,gr,18900.0,0.0,-3324850.0,April,Expense April,PISANG CAVENDISH SUNPRIDE,False
PCE-1338,2026-04-16,parkir bumi buah,1.0,time,2000.0,0.0,-3326850.0,April,Expense April,PARKIR BUMI BUAH,False
PCE-1339,2026-04-16,Beras Ladang Padi 5kg,1.0,pcs,78500.0,0.0,-3405350.0,April,Expense April,BERAS LADANG PADI 5KG,False
PCE-1340,2026-04-16,Telur Ayam,3.0,kg,81000.0,0.0,-3486350.0,April,Expense April,TELUR AYAM,False
PCE-1341,2026-04-16,Beras Mbok Darmi 5kg,1.0,pcs,77000.0,0.0,-3563350.0,April,Expense April,BERAS MBOK DARMI 5KG,False
PCE-1342,2026-04-16,Telur Ayam,1.0,kg,27000.0,0.0,-3590350.0,April,Expense April,TELUR AYAM,False
PCE-1343,2026-04-16,Indomilk UHT 950ml,24.0,pcs,448500.0,0.0,-4038850.0,April,Expense April,INDOMILK UHT 950ML,False
PCE-1344,2026-04-16,Nutella 1kg,1.0,pcs,189000.0,0.0,-4227850.0,April,Expense April,NUTELLA 1KG,False
PCE-1345,2026-04-16,Aqua Galon,2.0,pcs,46000.0,0.0,-4273850.0,April,Expense April,AQUA GALON,False
PCE-1346,2026-04-16,Sunflower Oil Orilia 1L,1.0,pcs,77000.0,0.0,-4350850.0,April,Expense April,SUNFLOWER OIL ORILIA 1L,False
PCE-1347,2026-04-16,Veg Cilantro pergram,90.0,gr,8100.0,0.0,-4358950.0,April,Expense April,VEG CILANTRO PERGRAM,False
PCE-1348,2026-04-16,Air Isi Ulang,1.0,pcs,7000.0,0.0,-4365950.0,April,Expense April,AIR ISI ULANG,False
PCE-1349,2026-04-16,es,1.0,pack,10000.0,0.0,-4375950.0,April,Expense April,ES,False
PCE-1350,2026-04-16,Ongkir Shopeexpress Trial Roti Chicken FDak - KJ,1.0,time,10000.0,0.0,-4385950.0,April,Expense April,ONGKIR SHOPEEXPRESS TRIAL ROTI CHICKEN FDAK - KJ,False
PCE-1351,2026-04-17,Segitiga Biru Premium 1kg,4.0,pcs,54000.0,0.0,-4439950.0,April,Expense April,SEGITIGA BIRU PREMIUM 1KG,False
PCE-1352,2026-04-17,Indomilk UHT 950ml,12.0,pcs,226500.0,0.0,-4666450.0,April,Expense April,INDOMILK UHT 950ML,False
PCE-1353,2026-04-17,Ultamilk UHT Chocolate 1L,4.0,pcs,81560.0,0.0,-4748010.0,April,Expense April,ULTAMILK UHT CHOCOLATE 1L,False
PCE-1354,2026-04-17,Telur Ayam,15.0,kg,373500.0,0.0,-5121510.0,April,Expense April,TELUR AYAM,False
PCE-1355,2026-04-17,es,1.0,pack,10000.0,0.0,-5131510.0,April,Expense April,ES,False
PCE-1356,2026-04-17,Telur Ayam Omega,7.0,pcs,21000.0,0.0,-5152510.0,April,Expense April,TELUR AYAM OMEGA,False
PCE-1357,2026-04-17,Cabe Repack 5000,4.0,pcs,20000.0,0.0,-5172510.0,April,Expense April,CABE REPACK 5000,False
PCE-1358,2026-04-17,Bawang Merah,6.1,ons,24500.0,0.0,-5197010.0,April,Expense April,BAWANG MERAH,False
PCE-1359,2026-04-17,Loncang,2.75,ons,4000.0,0.0,-5201010.0,April,Expense April,LONCANG,False
PCE-1360,2026-04-17,Wortel,4.5,ons,6500.0,0.0,-5207510.0,April,Expense April,WORTEL,False
PCE-1361,2026-04-17,Beras Lesung Padi 5kg,1.0,pcs,78500.0,0.0,-5286010.0,April,Expense April,BERAS LESUNG PADI 5KG,False
PCE-1362,2026-04-17,Denali Caramel Sauce 2000ml,1.0,pcs,188700.0,0.0,-5474710.0,April,Expense April,DENALI CARAMEL SAUCE 2000ML,False
PCE-1363,2026-04-17,Mosa Soda Chargers,20.0,pcs,154000.0,0.0,-5628710.0,April,Expense April,MOSA SODA CHARGERS,False
PCE-1364,2026-04-17,Frutaneira Ecoline Peach Halves in Syrup 8500gr ,4.0,can,200000.0,0.0,-5828710.0,April,Expense April,FRUTANEIRA ECOLINE PEACH HALVES IN SYRUP 8500GR,False
PCE-1365,2026-04-17,Straw Hygen Runcing Black ,1000.0,pcs,68000.0,0.0,-5896710.0,April,Expense April,STRAW HYGEN RUNCING BLACK,False
PCE-1366,2026-04-17,La Fonte Macaroni 500gr ,8.0,pack,131200.0,0.0,-6027910.0,April,Expense April,LA FONTE MACARONI 500GR,False
PCE-1367,2026-04-17,Diamond Ice Cream Vanilla 8L,1.0,box,202000.0,0.0,-6229910.0,April,Expense April,DIAMOND ICE CREAM VANILLA 8L,False
PCE-1368,2026-04-17,Additional Petty Cash,1.0,time,0.0,6563670.0,333760.0,April,Expense April,ADDITIONAL PETTY CASH,True
PCE-1369,2026-04-17,Kara Santan 200ml,2.0,pcs,44800.0,0.0,288960.0,April,Expense April,KARA SANTAN 200ML,False
PCE-1370,2026-04-17,Sun Kara Santan 200ml,2.0,pcs,41800.0,0.0,247160.0,April,Expense April,SUN KARA SANTAN 200ML,False
PCE-1371,2026-04-17,plastic shopbag,1.0,pcs,200.0,0.0,246960.0,April,Expense April,PLASTIC SHOPBAG,False
PCE-1372,2026-04-17,Minyak Resto 1L,36.0,pcs,729000.0,0.0,-482040.0,April,Expense April,MINYAK RESTO 1L,False
PCE-1373,2026-04-18,Pisang Cavendish Sunpride,0.7785,gr,18300.0,0.0,-500340.0,April,Expense April,PISANG CAVENDISH SUNPRIDE,False
PCE-1374,2026-04-18,Kresek PE size15,2.0,pack,37000.0,0.0,-537340.0,April,Expense April,KRESEK PE SIZE15,False
PCE-1375,2026-04-18,Kresek PE size24,3.0,pack,67500.0,0.0,-604840.0,April,Expense April,KRESEK PE SIZE24,False
PCE-1376,2026-04-18,Cup Sambung 35ml LUX ,350.0,pcs,105000.0,0.0,-709840.0,April,Expense April,CUP SAMBUNG 35ML LUX,False
PCE-1377,2026-04-18,ongkir shopeexpress tokoenampuluh,0.0,,10000.0,0.0,-719840.0,April,Expense April,ONGKIR SHOPEEXPRESS TOKOENAMPULUH,False
PCE-1378,2026-04-18,Bogasari Tep. Cakra Kembar 1kg,7.0,pcs,91000.0,0.0,-810840.0,April,Expense April,BOGASARI TEP. CAKRA KEMBAR 1KG,False
PCE-1379,2026-04-18,L'arome Vanilla Susu 500gr,1.0,pcs,255000.0,0.0,-1065840.0,April,Expense April,L'AROME VANILLA SUSU 500GR,False
PCE-1380,2026-04-18,ongkir shopeexpress intisari,0.0,,10000.0,0.0,-1075840.0,April,Expense April,ONGKIR SHOPEEXPRESS INTISARI,False
PCE-1381,2026-04-18,Aqua Galon,1.0,pcs,23000.0,0.0,-1098840.0,April,Expense April,AQUA GALON,False
PCE-1382,2026-04-18,es,2.0,pack,20000.0,0.0,-1118840.0,April,Expense April,ES,False
PCE-1383,2026-04-18,Cabai Rawit,1.0,kg,85000.0,0.0,-1203840.0,April,Expense April,CABAI RAWIT,False
PCE-1384,2026-04-18,Bawang Putih Kupas,500.0,gr,24000.0,0.0,-1227840.0,April,Expense April,BAWANG PUTIH KUPAS,False
PCE-1385,2026-04-18,Kol,1.5,kg,22500.0,0.0,-1250340.0,April,Expense April,KOL,False
PCE-1386,2026-04-18,Kol Merah,600.0,gr,24000.0,0.0,-1274340.0,April,Expense April,KOL MERAH,False
PCE-1387,2026-04-18,Parsley,150.0,gr,12750.0,0.0,-1287090.0,April,Expense April,PARSLEY,False
PCE-1388,2026-04-18,Lettuce Iceberg,1.0,kg,40000.0,0.0,-1327090.0,April,Expense April,LETTUCE ICEBERG,False
PCE-1389,2026-04-18,Paprika Hijau,90.0,gr,67500.0,0.0,-1394590.0,April,Expense April,PAPRIKA HIJAU,False
PCE-1390,2026-04-18,Tomat Merah,500.0,gr,15000.0,0.0,-1409590.0,April,Expense April,TOMAT MERAH,False
PCE-1391,2026-04-18,Lemon,3.0,kg,165000.0,0.0,-1574590.0,April,Expense April,LEMON,False
PCE-1392,2026-04-18,Garam Masala AI 45gr,3.0,pcs,45000.0,0.0,-1619590.0,April,Expense April,GARAM MASALA AI 45GR,False
PCE-1393,2026-04-18,Coriander Ground 500gr,1.0,pcs,55000.0,0.0,-1674590.0,April,Expense April,CORIANDER GROUND 500GR,False
PCE-1394,2026-04-19,es,2.0,pack,20000.0,0.0,-1694590.0,April,Expense April,ES,False
PCE-1395,2026-04-19,Ongkir Shopeexpress Trial Roti Chicken dan Americano FDak - KJ,1.0,time,7000.0,0.0,-1701590.0,April,Expense April,ONGKIR SHOPEEXPRESS TRIAL ROTI CHICKEN DAN AMERICANO FDAK - KJ,False
PCE-1396,2026-04-19,Ongkir BerlyanFood FunkyDak Suburbuns,1.0,time,30000.0,0.0,-1731590.0,April,Expense April,ONGKIR BERLYANFOOD FUNKYDAK SUBURBUNS,False
PCE-1397,2026-04-19,Madu,5.0,kg,300000.0,0.0,-2031590.0,April,Expense April,MADU,False
PCE-1398,2026-04-19,Cup Sambung 150ml Victory (25pcs),1.0,pack,13500.0,0.0,-2045090.0,April,Expense April,CUP SAMBUNG 150ML VICTORY (25PCS),False
PCE-1399,2026-04-19,Plastik Klip 12x20 Zip In,1.0,pack,31600.0,0.0,-2076690.0,April,Expense April,PLASTIK KLIP 12X20 ZIP IN,False
PCE-1400,2026-04-19,Sumpit + Tusuk Gigi Seika,2.0,pack,13000.0,0.0,-2089690.0,April,Expense April,SUMPIT + TUSUK GIGI SEIKA,False
PCE-1401,2026-04-19,Pisang Cavendish Sunpride,1.0,kg,24000.0,0.0,-2113690.0,April,Expense April,PISANG CAVENDISH SUNPRIDE,False
PCE-1402,2026-04-19,parkir tbs freshfruit,1.0,time,2000.0,0.0,-2115690.0,April,Expense April,PARKIR TBS FRESHFRUIT,False
PCE-1403,2026-04-19,PP Sealer 1200Cup 12/14/16oz,100.0,pcs,60000.0,0.0,-2175690.0,April,Expense April,PP SEALER 1200CUP 12/14/16OZ,False
PCE-1404,2026-04-19,Ongkir Shopeexpress PackMarket,1.0,time,5000.0,0.0,-2180690.0,April,Expense April,ONGKIR SHOPEEXPRESS PACKMARKET,False
PCE-1405,2026-04-19,Soup Cup 24oz,50.0,pcs,53750.0,0.0,-2234440.0,April,Expense April,SOUP CUP 24OZ,False
PCE-1406,2026-04-19,Lid Bening Soup Cup 24oz,50.0,pcs,33800.0,0.0,-2268240.0,April,Expense April,LID BENING SOUP CUP 24OZ,False
PCE-1407,2026-04-19,Bogasari Tep. Cakra Kembar 1kg,7.0,pcs,107030.0,0.0,-2375270.0,April,Expense April,BOGASARI TEP. CAKRA KEMBAR 1KG,False
PCE-1408,2026-04-20,Es Krim 8L,1.0,box,178112.0,0.0,-2553382.0,April,Expense April,ES KRIM 8L,False
PCE-1409,2026-04-20,es,2.0,pack,20000.0,0.0,-2573382.0,April,Expense April,ES,False
PCE-1410,2026-04-20,Beras Sedap Wangi,1.0,pcs,79500.0,0.0,-2652882.0,April,Expense April,BERAS SEDAP WANGI,False
PCE-1411,2026-04-20,Refill Gas 50kg,1.0,pcs,1070000.0,0.0,-3722882.0,April,Expense April,REFILL GAS 50KG,False
PCE-1412,2026-04-20,Service Swing AC 2pk,1.0,unit,100000.0,0.0,-3822882.0,April,Expense April,SERVICE SWING AC 2PK,False
PCE-1413,2026-04-20,Diamond Ice Cream Vanilla 8L,1.0,box,202000.0,0.0,-4024882.0,April,Expense April,DIAMOND ICE CREAM VANILLA 8L,False
PCE-1414,2026-04-20,Grandairy UHT FC 1L ,36.0,pcs,568500.0,0.0,-4593382.0,April,Expense April,GRANDAIRY UHT FC 1L,False
PCE-1415,2026-04-21,Sawit Kita 950ml,36.0,pcs,703500.0,0.0,-5296882.0,April,Expense April,SAWIT KITA 950ML,False
PCE-1416,2026-04-21,Cabe Paprika Hijau,1.0,pack,17900.0,0.0,-5314782.0,April,Expense April,CABE PAPRIKA HIJAU,False
PCE-1417,2026-04-21,Nutella 1kg,1.0,pcs,189000.0,0.0,-5503782.0,April,Expense April,NUTELLA 1KG,False
PCE-1418,2026-04-21,Aqua Galon,2.0,pcs,46000.0,0.0,-5549782.0,April,Expense April,AQUA GALON,False
PCE-1419,2026-04-21,Air Isi Ulang,1.0,pcs,7000.0,0.0,-5556782.0,April,Expense April,AIR ISI ULANG,False
PCE-1420,2026-04-21,es,2.0,pack,20000.0,0.0,-5576782.0,April,Expense April,ES,False
PCE-1421,2026-04-21,Cuka Dapur Dixi 650ml,3.0,pcs,70600.0,0.0,-5647382.0,April,Expense April,CUKA DAPUR DIXI 650ML,False
PCE-1422,2026-04-21,Pisang Cavendish Sunpride,1.775,gr,44000.0,0.0,-5691382.0,April,Expense April,PISANG CAVENDISH SUNPRIDE,False
PCE-1423,2026-04-21,parkir buah jogja,1.0,time,2000.0,0.0,-5693382.0,April,Expense April,PARKIR BUAH JOGJA,False
PCE-1424,2026-04-21,Rolling Pin Kayu 24cm,1.0,pcs,13500.0,0.0,-5706882.0,April,Expense April,ROLLING PIN KAYU 24CM,False
PCE-1425,2026-04-21,Ongkir Shopeexpress Trial Roti Chicken FDak - KJ,1.0,time,10000.0,0.0,-5716882.0,April,Expense April,ONGKIR SHOPEEXPRESS TRIAL ROTI CHICKEN FDAK - KJ,False
PCE-1426,2026-04-22,Segitiga Biru Premium 1kg,6.0,pcs,81000.0,0.0,-5797882.0,April,Expense April,SEGITIGA BIRU PREMIUM 1KG,False
PCE-1427,2026-04-22,Maizenaku 1kg,4.0,pcs,90000.0,0.0,-5887882.0,April,Expense April,MAIZENAKU 1KG,False
PCE-1428,2026-04-22,Diamond UHT Full Cream 1L,4.0,pcs,81500.0,0.0,-5969382.0,April,Expense April,DIAMOND UHT FULL CREAM 1L,False
PCE-1429,2026-04-22,es,2.0,pack,20000.0,0.0,-5989382.0,April,Expense April,ES,False
PCE-1430,2026-04-22,Beras Sedap Wangi 5kg,1.0,pcs,79500.0,0.0,-6068882.0,April,Expense April,BERAS SEDAP WANGI 5KG,False
PCE-1431,2026-04-22,Greenfields Choco 950ml,4.0,pcs,92840.0,0.0,-6161722.0,April,Expense April,GREENFIELDS CHOCO 950ML,False
PCE-1432,2026-04-22,es,2.0,pack,20000.0,0.0,-6181722.0,April,Expense April,ES,False
PCE-1433,2026-04-22,Lettuce Iceberg,1.0,kg,40000.0,0.0,-6221722.0,April,Expense April,LETTUCE ICEBERG,False
PCE-1434,2026-04-22,Kol Ungu,650.0,gr,26000.0,0.0,-6247722.0,April,Expense April,KOL UNGU,False
PCE-1435,2026-04-22,Kobis,1.4,kg,21000.0,0.0,-6268722.0,April,Expense April,KOBIS,False
PCE-1436,2026-04-22,Diamond UHT Full Cream 1L,12.0,pcs,227700.0,0.0,-6496422.0,April,Expense April,DIAMOND UHT FULL CREAM 1L,False
PCE-1437,2026-04-22,Le Minerale 600ml,48.0,pcs,93400.0,0.0,-6589822.0,April,Expense April,LE MINERALE 600ML,False
PCE-1438,2026-04-22,Additional Petty Cash,1.0,time,0.0,7089822.0,500000.0,April,Expense April,ADDITIONAL PETTY CASH,True
PCE-1439,2026-04-23,es,2.0,pack,20000.0,0.0,480000.0,April,Expense April,ES,False
PCE-1440,2026-04-23,Minyak Goreng Sawit Kita 950ml,2.0,pcs,41000.0,0.0,439000.0,April,Expense April,MINYAK GORENG SAWIT KITA 950ML,False
PCE-1441,2026-04-23,Veg Kucai pergram,50.0,gr,2700.0,0.0,436300.0,April,Expense April,VEG KUCAI PERGRAM,False
PCE-1442,2026-04-23,Sunflower Oil Orilia 1L,1.0,pcs,77000.0,0.0,359300.0,April,Expense April,SUNFLOWER OIL ORILIA 1L,False
PCE-1443,2026-04-24,Aqua Galon,2.0,pcs,46000.0,0.0,313300.0,April,Expense April,AQUA GALON,False
PCE-1444,2026-04-24,Air Isi Ulang,1.0,pcs,7000.0,0.0,306300.0,April,Expense April,AIR ISI ULANG,False
PCE-1445,2026-04-24,es,1.0,pack,10000.0,0.0,296300.0,April,Expense April,ES,False
PCE-1446,2026-04-24,Pisang Cavendish Sunpride,0.9147,gr,21500.0,0.0,274800.0,April,Expense April,PISANG CAVENDISH SUNPRIDE,False
PCE-1447,2026-04-24,parkir bumi buah,1.0,time,2000.0,0.0,272800.0,April,Expense April,PARKIR BUMI BUAH,False
PCE-1448,2026-04-24,Daun Salam 60gr,1.0,pcs,1950.0,0.0,270850.0,April,Expense April,DAUN SALAM 60GR,False
PCE-1449,2026-04-24,Bawang Merah,126.0,gr,7520.0,0.0,263330.0,April,Expense April,BAWANG MERAH,False
PCE-1450,2026-04-24,Wortel Berastagi,352.0,gr,11580.0,0.0,251750.0,April,Expense April,WORTEL BERASTAGI,False
PCE-1451,2026-04-24,Daun Bawang 150gr,1.0,pcs,7950.0,0.0,243800.0,April,Expense April,DAUN BAWANG 150GR,False
PCE-1452,2026-04-24,Daun Sereh 100gr,1.0,pcs,3900.0,0.0,239900.0,April,Expense April,DAUN SEREH 100GR,False
PCE-1453,2026-04-25,Diamond UHT Full Cream 1L,12.0,pcs,245000.0,0.0,-5100.0,April,Expense April,DIAMOND UHT FULL CREAM 1L,False
PCE-1454,2026-04-25,Segitiga Biru Premium 1kg,12.0,pcs,141300.0,0.0,-146400.0,April,Expense April,SEGITIGA BIRU PREMIUM 1KG,False
PCE-1455,2026-04-25,Maizenaku 1kg,8.0,pcs,180000.0,0.0,-326400.0,April,Expense April,MAIZENAKU 1KG,False
PCE-1456,2026-04-25,Mc Lewis Original Mayonnaise 1kg,6.0,pcs,147000.0,0.0,-473400.0,April,Expense April,MC LEWIS ORIGINAL MAYONNAISE 1KG,False
PCE-1457,2026-04-25,es,3.0,pack,30000.0,0.0,-503400.0,April,Expense April,ES,False
PCE-1458,2026-04-25,Baterai AAA,1.0,pcs,10000.0,0.0,-513400.0,April,Expense April,BATERAI AAA,False
PCE-1459,2026-04-25,Kraft All in 1 Cheddar 2kg,1.0,pcs,170000.0,0.0,-683400.0,April,Expense April,KRAFT ALL IN 1 CHEDDAR 2KG,False
PCE-1460,2026-04-25,Lettuce Iceberg,2.0,kg,80000.0,0.0,-763400.0,April,Expense April,LETTUCE ICEBERG,False
PCE-1461,2026-04-25,Cabai Rawit,500.0,gr,42500.0,0.0,-805900.0,April,Expense April,CABAI RAWIT,False
PCE-1462,2026-04-25,Pisang Cavendish Sunpride,1.7,kg,51000.0,0.0,-856900.0,April,Expense April,PISANG CAVENDISH SUNPRIDE,False
PCE-1463,2026-04-25,Kikkoman Gochujang Sauce 300gr,9.0,botol,211500.0,0.0,-1068400.0,April,Expense April,KIKKOMAN GOCHUJANG SAUCE 300GR,False
PCE-1464,2026-04-25,Ultamilk UHT Chocolate 1L,6.0,pcs,119340.0,0.0,-1187740.0,April,Expense April,ULTAMILK UHT CHOCOLATE 1L,False
PCE-1465,2026-04-25,Minyak Sawit Kita 950ml,2.0,pcs,41000.0,0.0,-1228740.0,April,Expense April,MINYAK SAWIT KITA 950ML,False
PCE-1466,2026-04-25,Beras Darmi 5kg,1.0,pcs,77500.0,0.0,-1306240.0,April,Expense April,BERAS DARMI 5KG,False
PCE-1467,2026-04-25,Bogasari Tep. Cakra Kembar 1kg,6.0,pcs,97500.0,0.0,-1403740.0,April,Expense April,BOGASARI TEP. CAKRA KEMBAR 1KG,False
PCE-1468,2026-04-25,Sendok Spork Hitam Steril (25pcs),500.0,pcs,135000.0,0.0,-1538740.0,April,Expense April,SENDOK SPORK HITAM STERIL (25PCS),False
