item_key,item_name,category_key,count_date,qty_counted,unit,source_sheet
PIRING ENAMEL,PIRING ENAMEL,condiment,2026-04-06,0.0,pcs,6 April 2026
PISANG,PISANG,beverage_main,2026-04-06,670.0,g,6 April 2026
PISAU STAINLESS,PISAU STAINLESS,condiment,2026-04-06,0.0,pcs,6 April 2026
RAISING CANE,RAISING CANE,sauce,2026-04-06,3040.0,g,6 April 2026
RED VELVET POWDER,RED VELVET POWDER,food_main,2026-04-06,314.0,g,6 April 2026
ROSEMARY POWDER,ROSEMARY POWDER,food_main,2026-04-06,230.0,g,6 April 2026
ROYCO AYAM,ROYCO AYAM,food_main,2026-04-06,592.0,g,6 April 2026
RUSSIAN DRESSING,Russian dressing,sauce,2026-04-06,425.0,g,6 April 2026
SABUN CUCI PIRING,SABUN CUCI PIRING,condiment,2026-04-06,5000.0,ml,6 April 2026
SALTED CARAMEL SYRUP,SALTED CARAMEL SYRUP,beverage_main,2026-04-06,452.0,ml,6 April 2026
SAOS SAMBAL,SAOS SAMBAL,food_main,2026-04-06,21200.0,g,6 April 2026
SAOS TOMAT,SAOS TOMAT,food_main,2026-04-06,2010.0,g,6 April 2026
SAUS TIRAM,SAUS TIRAM,food_main,2026-04-06,660.0,g,6 April 2026
SAYAP AYAM,SAYAP AYAM,food_main,2026-04-06,696.0,pcs,6 April 2026
SEDOTAN BESAR,SEDOTAN BESAR,condiment,2026-04-06,0.0,pcs,6 April 2026
SEDOTAN KECIL,SEDOTAN KECIL,condiment,2026-04-06,569.0,pcs,6 April 2026
SENDOK STAINLESS,SENDOK STAINLESS,condiment,2026-04-06,0.0,pcs,6 April 2026
SKM,SKM,condiment,2026-04-06,1891.0,ml,6 April 2026
PEANUT BUTTER,PEANUT BUTTER,beverage_main,2026-04-06,314.0,g,6 April 2026
SODA CHARGER,SODA CHARGER,beverage_main,2026-04-06,13.0,pcs,6 April 2026
SUNFLOWER OIL,SUNFLOWER OIL,food_main,2026-04-06,1092.0,ml,6 April 2026
SYRUP HAZELNUT,SYRUP HAZELNUT,food_main,2026-04-06,0.0,ml,6 April 2026
SYRUP RUM,SYRUP RUM,food_main,2026-04-06,0.0,ml,6 April 2026
TELUR AYAM,TELUR AYAM,food_main,2026-04-06,1906.0,g,6 April 2026
TEPUNG CAKRA KEMBAR,TEPUNG CAKRA KEMBAR,food_main,2026-04-06,9538.0,g,6 April 2026
TEPUNG ROTI,Tepung Roti,food_main,2026-04-06,394.0,g,6 April 2026
TEPUNG SEGITIGA BIRU,TEPUNG SEGITIGA BIRU,food_main,2026-04-06,3000.0,g,6 April 2026
TIKKA MASALA,Tikka masala,sauce,2026-04-06,935.0,g,6 April 2026
TISSUE HANDTOWEL,TISSUE HANDTOWEL,condiment,2026-04-06,25.0,pcs,6 April 2026
TISSUE MAKAN,TISSUE MAKAN,condiment,2026-04-06,36.0,pcs,6 April 2026
TISSUE ROLL,TISSUE ROLL,condiment,2026-04-06,46.0,pcs,6 April 2026
TOMAT FRESH,TOMAT FRESH,beverage_main,2026-04-06,169.0,g,6 April 2026
TOMATO PELLED,Tomato Pelled,food_main,2026-04-06,2500.0,g,6 April 2026
TRASH BAG,TRASH BAG,food_main,2026-04-06,2.0,pcs,6 April 2026
UNSALTED BUTTER (KG),UNSALTED BUTTER (KG),food_main,2026-04-06,129.0,g,6 April 2026
UNSALTED BUTTER PORTION,UNSALTED BUTTER PORTION,food_main,2026-04-06,58.0,pcs,6 April 2026
VANILLA SYRUP,VANILLA SYRUP,food_main,2026-04-06,123.0,ml,6 April 2026
COOKING CREAM,COOKING CREAM,food_main,2026-04-06,1658.0,ml,6 April 2026
WIJEN,WIJEN,beverage_main,2026-04-06,10.0,g,6 April 2026
SALMON,Salmon,food_main,2026-04-06,0.0,g,6 April 2026
PAPRIKA HIJAU,Paprika hijau,food_main,2026-04-06,485.0,g,6 April 2026
SRIRACHA SAOS,Sriracha saos,food_main,2026-04-06,215.0,g,6 April 2026
HANDGLOVES PLASTIK,Handgloves plastik,condiment,2026-04-06,42.0,pcs,6 April 2026
SAUS SACHET SAMBAL,Saus sachet sambal,food_main,2026-04-06,14.0,pcs,6 April 2026
CRUMBLE LOTUS,Crumble lotus,beverage_main,2026-04-06,0.0,g,6 April 2026
RICE VINEGAR,Rice vinegar,beverage_main,2026-04-06,0.0,ml,6 April 2026
SOY SAUCE,Soy sauce,beverage_main,2026-04-06,150.0,g,6 April 2026
KUBIS PUTIH,Kubis Putih,beverage_main,2026-04-06,2945.0,g,6 April 2026
KUBIS UNGU,Kubis Ungu,beverage_main,2026-04-06,1065.0,g,6 April 2026
KERTAS NASI,Kertas Nasi,condiment,2026-04-06,5062.0,pcs,6 April 2026
SALMON SANDWICH,Salmon sandwich,sauce,2026-04-06,0.0,g,6 April 2026
DAUN CURRY,Daun curry,food_main,2026-04-06,47.0,g,6 April 2026
ACAR ONION,Acar Onion,sauce,2026-04-06,1481.0,g,6 April 2026
ALAS KERTAS TRAY,Alas kertas tray,condiment,2026-04-06,70.0,pcs,6 April 2026
PEWARNA MERAH,Pewarna merah,beverage_main,2026-04-06,0.0,ml,6 April 2026
DR PEPPER ORIGINAL,Dr Pepper Original,beverage_main,2026-04-06,0.0,pcs,6 April 2026
DR PEPPER STRAWBERRY CREAM,Dr Pepper Strawberry cream,beverage_main,2026-04-06,0.0,pcs,6 April 2026
ESPRESSO,Espresso,beverage_main,2026-04-06,0.0,ml,6 April 2026
SPORK HITAM,Spork hitam,condiment,2026-04-06,303.0,pcs,6 April 2026
SAUCE MAC & CHEESE,Sauce Mac & Cheese,sauce,2026-04-06,375.0,g,6 April 2026
ITALIAN HERBS,Italian Herbs,food_main,2026-04-06,100.0,g,6 April 2026
CHILI FLAKE,Chili Flake,food_main,2026-04-06,278.0,g,6 April 2026
APPLE VINEGAR,Apple Vinegar,food_main,2026-04-06,0.0,ml,6 April 2026
LAJU KOPI,LAJU KOPI,other,2026-04-06,0.0,pcs,6 April 2026
BEANS HOT,Beans hot,beverage_main,2026-04-06,381.0,g,6 April 2026
BEANS ICE,Beans ice,beverage_main,2026-04-06,587.0,g,6 April 2026
SIRUP ALPEN,Sirup Alpen,beverage_main,2026-04-06,433.0,ml,6 April 2026
NIRA,Nira,beverage_main,2026-04-06,1609.0,ml,6 April 2026
CREAMER BUBUK,Creamer bubuk,beverage_main,2026-04-06,4225.0,g,6 April 2026
CREAMER CAIR,Creamer cair,beverage_main,2026-04-06,1120.0,ml,6 April 2026
UHT,UHT,beverage_main,2026-04-06,0.0,ml,6 April 2026
LEMON,Lemon,beverage_main,2026-04-06,1623.0,g,6 April 2026
TARO POWDER,Taro powder,beverage_main,2026-04-06,979.0,g,6 April 2026
KEJU POWDER,Keju powder,beverage_main,2026-04-06,464.0,g,6 April 2026
CUP LAJU,Cup laju,condiment,2026-04-06,89.0,pcs,6 April 2026
SEAL CUP,Seal cup,condiment,2026-04-06,1.0,pcs,6 April 2026
SKM,SKM,beverage_main,2026-04-06,490.0,g,6 April 2026
SEDOTAN,Sedotan,condiment,2026-04-06,339.0,pcs,6 April 2026
LIME POWDER,Lime Powder,beverage_main,2026-04-06,125.0,g,6 April 2026
MADU BOTOL,Madu botol,beverage_main,2026-04-06,706.0,g,6 April 2026
MINERAL WATER 600ML,MINERAL WATER 600ML,beverage_main,2026-05-04,55.0,pcs,4 Mei 2026
ADONAN WAFFLE,ADONAN WAFFLE,food_main,2026-05-04,5345.0,g,4 Mei 2026
APEL BUAH,APEL BUAH,food_main,2026-05-04,0.0,g,4 Mei 2026
APPLE CINNAMON,APPLE CINNAMON,food_main,2026-05-04,0.0,g,4 Mei 2026
APPLE SYRUP MONIN,Apple Syrup Monin,beverage_main,2026-05-04,2800.0,ml,4 Mei 2026
AW 250 ML,AW 250 ML,beverage_main,2026-05-04,0.0,pcs,4 Mei 2026
BORA 250ML,BORA 250ml,beverage_main,2026-05-04,49.0,pcs,4 Mei 2026
BACON,BACON,food_main,2026-05-04,0.0,g,4 Mei 2026
BAKING POWDER HERCULES,BAKING POWDER HERCULES,food_main,2026-05-04,294.0,g,4 Mei 2026
BAKING POWDER KOEPOE,BAKING POWDER KOEPOE,food_main,2026-05-04,0.0,g,4 Mei 2026
BAKING SODA KOEPOE,Baking Soda Koepoe,food_main,2026-05-04,748.0,g,4 Mei 2026
CREAM CHEESE,CREAM CHEESE,sauce,2026-05-04,1390.0,g,4 Mei 2026
BAWANG BOMBAY,BAWANG BOMBAY,food_main,2026-05-04,1900.0,g,4 Mei 2026
BAWANG BOMBAY MERAH,BAWANG BOMBAY MERAH,beverage_main,2026-05-04,0.0,g,4 Mei 2026
BAWANG MERAH,Bawang Merah,food_main,2026-05-04,0.0,g,4 Mei 2026
BAWANG PUTIH,BAWANG PUTIH,food_main,2026-05-04,1330.0,g,4 Mei 2026
BAYLEAF,BAYLEAF,food_main,2026-05-04,0.0,g,4 Mei 2026
BBQ,BBQ,sauce,2026-05-04,1497.0,g,4 Mei 2026
BERAS,BERAS,beverage_main,2026-05-04,2930.0,g,4 Mei 2026
BIG MAC,BIG MAC,sauce,2026-05-04,2400.0,g,4 Mei 2026
BLACK PAPER POWDER,BLACK PAPER POWDER,food_main,2026-05-04,1676.0,g,4 Mei 2026
BLACK TEA,BLACK TEA,beverage_main,2026-05-04,1813.0,g,4 Mei 2026
BOX CHICKEN WAFFLE (L),BOX CHICKEN WAFFLE (L),condiment,2026-05-04,994.0,pcs,4 Mei 2026
BOX SANDWHICH (M),BOX SANDWHICH (M),condiment,2026-05-04,42.0,pcs,4 Mei 2026
BOX NASI,BOX NASI,condiment,2026-05-04,173.0,pcs,4 Mei 2026
BROWN SUGAR,Brown Sugar,food_main,2026-05-04,1636.0,g,4 Mei 2026
BROWN TOAST,Brown Toast,food_main,2026-05-04,4.0,pcs,4 Mei 2026
BUFFALO,BUFFALO,sauce,2026-05-04,2236.0,g,4 Mei 2026
BUMBU NASHVILLE KERING,BUMBU NASHVILLE KERING,beverage_main,2026-05-04,1545.0,g,4 Mei 2026
BUMBU TEPUNG AYAM,BUMBU TEPUNG AYAM,beverage_main,2026-05-04,1360.0,g,4 Mei 2026
BURGER BUN,BURGER BUN,food_main,2026-05-04,2.0,pcs,4 Mei 2026
CABAI TEROPONG HIJAU,CABAI TEROPONG HIJAU,food_main,2026-05-04,445.0,g,4 Mei 2026
CABAI RAWIT,CABAI RAWIT,food_main,2026-05-04,890.0,g,4 Mei 2026
CARAMEL SAUCE,CARAMEL SAUCE,beverage_main,2026-05-04,763.0,ml,4 Mei 2026
CAYENNE POWDER,CAYENNE POWDER,food_main,2026-05-04,2687.0,g,4 Mei 2026
CHEDDAR BLOCK,CHEDDAR BLOCK,food_main,2026-05-04,0.0,g,4 Mei 2026
CHILLI POWDER YUTAKACHI,CHILLI POWDER YUTAKACHI,food_main,2026-05-04,0.0,g,4 Mei 2026
CHIPOTLE KALENG,Chipotle kaleng,food_main,2026-05-04,1433.0,g,4 Mei 2026
CHIPOTLE DRESSING,Chipotle dressing,sauce,2026-05-04,420.0,g,4 Mei 2026
CINNAMON POWDER,CINNAMON POWDER,food_main,2026-05-04,148.0,g,4 Mei 2026
COKLAT POWDER,COKLAT POWDER,food_main,2026-05-04,270.0,g,4 Mei 2026
COLA 250 ML,COLA 250 ML,beverage_main,2026-05-04,47.0,pcs,4 Mei 2026
COLATTA CHOCOCHIPS,COLATTA CHOCOCHIPS,food_main,2026-05-04,546.0,g,4 Mei 2026
COLESLAW,COLESLAW,beverage_main,2026-05-04,200.0,g,4 Mei 2026
CUKA,CUKA,food_main,2026-05-04,2600.0,pcs,4 Mei 2026
CUP 14 OZ,CUP 14 OZ,condiment,2026-05-04,765.0,pcs,4 Mei 2026
CUP ICE CREAM LAR,CUP ICE CREAM Lar,condiment,2026-05-04,1480.0,pcs,4 Mei 2026
CUP SAOS PLASTIK 35 ML,CUP SAOS PLASTIK 35 ML,condiment,2026-05-04,0.0,pcs,4 Mei 2026
CUP SAOS PLASTIK 60 ML,CUP SAOS PLASTIK 60 ML,condiment,2026-05-04,90.0,pcs,4 Mei 2026
CUP SAOS STAINLESS,CUP SAOS STAINLESS,condiment,2026-05-04,15.0,pcs,4 Mei 2026
CURRY HIJAU,CURRY HIJAU,sauce,2026-05-04,515.0,g,4 Mei 2026
CREAMER,CREAMER,condiment,2026-05-04,136.0,g,4 Mei 2026
CREAMY BUTTERMILK SAUCE,CREAMY BUTTERMILK SAUCE,sauce,2026-05-04,0.0,ml,4 Mei 2026
CREAMY LEMON GARLIC,CREAMY LEMON GARLIC,sauce,2026-05-04,1805.0,pcs,4 Mei 2026
CHICKEN SANDWICH,CHICKEN SANDWICH,sauce,2026-05-04,430.0,g,4 Mei 2026
DADA AYAM,DADA AYAM,food_main,2026-05-04,9180.0,g,4 Mei 2026
DAUN JERUK,DAUN JERUK,food_main,2026-05-04,0.0,g,4 Mei 2026
DAUN KETUMBAR,Daun Ketumbar,food_main,2026-05-04,220.0,g,4 Mei 2026
DELIVERY BAG IDOLA 15,DELIVERY BAG IDOLA 15,condiment,2026-05-04,32.0,pcs,4 Mei 2026
DELIVERY BAG IDOLA 30,DELIVERY BAG IDOLA 30,condiment,2026-05-04,240.0,pcs,4 Mei 2026
DELIVERY BAG IDOLA 24,DELIVERY BAG IDOLA 24,condiment,2026-05-04,135.0,pcs,4 Mei 2026
DELIVERY BAG PARTY 20,DELIVERY BAG PARTY 20,condiment,2026-05-04,0.0,pcs,4 Mei 2026
DELIVERY BAG PARTY 28,DELIVERY BAG PARTY 28,condiment,2026-05-04,146.0,pcs,4 Mei 2026
DIAMOND ICE CREAM VANILLA,DIAMOND ICE CREAM VANILLA,beverage_main,2026-05-04,2660.0,ml,4 Mei 2026
DIAMOND SOFT MIX CHOCOLATE,DIAMOND SOFT MIX CHOCOLATE,beverage_main,2026-05-04,0.0,ml,4 Mei 2026
DIAMOND SOFT MIX VANILLA,DIAMOND SOFT MIX VANILLA,beverage_main,2026-05-04,0.0,ml,4 Mei 2026
DIAMOND UHT,DIAMOND UHT,food_main,2026-05-04,12000.0,pcs,4 Mei 2026
DIAMOND UHT COKLAT,DIAMOND UHT COKLAT,food_main,2026-05-04,2900.0,ml,4 Mei 2026
EMAKU KOREAN SPICY,EMAKU KOREAN SPICY,food_main,2026-05-04,8.0,g,4 Mei 2026
ES BATU,Es Batu,beverage_main,2026-05-04,8000.0,g,4 Mei 2026
FF CRISSCUT,FF CRISSCUT,food_main,2026-05-04,0.0,g,4 Mei 2026
FF STRAIGH CUT,FF STRAIGH CUT,food_main,2026-05-04,9295.0,g,4 Mei 2026
FLOOR CLEANER,FLOOR CLEANER,condiment,2026-05-04,0.0,ml,4 Mei 2026
GALON,GALON,beverage_main,2026-05-04,38000.0,ml,4 Mei 2026
GARAM,GARAM,food_main,2026-05-04,9709.0,g,4 Mei 2026
GARAM MASALA,Garam Masala,food_main,2026-05-04,74.0,g,4 Mei 2026
GARLIC PARMESAN,GARLIC PARMESAN,sauce,2026-05-04,90.0,g,4 Mei 2026
GARLIC POWDER,GARLIC POWDER,food_main,2026-05-04,2989.0,g,4 Mei 2026
GARPU STAINLESS,GARPU STAINLESS,condiment,2026-05-04,0.0,pcs,4 Mei 2026
GAS 50 KG,GAS 50 KG,condiment,2026-05-04,2.0,pcs,4 Mei 2026
GINGER POWDER,GINGER POWDER,food_main,2026-05-04,0.0,g,4 Mei 2026
GLASS CLEANER,GLASS CLEANER,condiment,2026-05-04,600.0,ml,4 Mei 2026
GULA CAIR,GULA CAIR,food_main,2026-05-04,6500.0,g,4 Mei 2026
GULA PASIR,GULA PASIR,food_main,2026-05-04,1246.0,g,4 Mei 2026
HAND SOAP,HAND SOAP,condiment,2026-05-04,13386.0,ml,4 Mei 2026
KIKKOMAN KOREAN CHILLI GOCHUJANG,KIKKOMAN KOREAN CHILLI GOCHUJANG,food_main,2026-05-04,0.0,g,4 Mei 2026
HONEY CHILI,HONEY CHILI,sauce,2026-05-04,0.0,g,4 Mei 2026
HORLIC POWDER,HORLIC POWDER,beverage_main,2026-05-04,0.0,g,4 Mei 2026
HOT SPICY,HOT SPICY,sauce,2026-05-04,2658.0,g,4 Mei 2026
HOT CREAMY GARLIC,HOT CREAMY GARLIC,sauce,2026-05-04,865.0,g,4 Mei 2026
JINTEN POWDER,JINTEN POWDER,food_main,2026-05-04,1619.0,g,4 Mei 2026
KECAP INGGRIS,KECAP INGGRIS,food_main,2026-05-04,94.0,g,4 Mei 2026
KEJU SLICE,KEJU SLICE,food_main,2026-05-04,84.0,pcs,4 Mei 2026
KETUMBAR POWDER,KETUMBAR POWDER,food_main,2026-05-04,170.0,g,4 Mei 2026
KNORR BEEF POWDER,KNORR BEEF POWDER,food_main,2026-05-04,0.0,g,4 Mei 2026
KNORR CHEESE,Knorr cheese,food_main,2026-05-04,88.0,g,4 Mei 2026
KUNYIT POWDER,Kunyit Powder,food_main,2026-05-04,137.0,g,4 Mei 2026
LAROME VANILLA POWDER,LAROME VANILLA POWDER,food_main,2026-05-04,1250.0,g,4 Mei 2026
LADA PUTIH,LADA PUTIH,food_main,2026-05-04,0.0,g,4 Mei 2026
LEMON,Lemon,food_main,2026-05-04,1311.0,g,4 Mei 2026
LETTUCE,LETTUCE,food_main,2026-05-04,710.0,g,4 Mei 2026
LID CUP 14 OZ,LID CUP 14 OZ,condiment,2026-05-04,2240.0,pcs,4 Mei 2026
LID ICE CREAM LAR,LID ICE CREAM Lar,condiment,2026-05-04,1737.0,pcs,4 Mei 2026
LIQUID SMOKE,LIQUID SMOKE,food_main,2026-05-04,2000.0,ml,4 Mei 2026
LOTUS BISCOFF,LOTUS BISCOFF,beverage_main,2026-05-04,260.0,g,4 Mei 2026
MADU,MADU,food_main,2026-05-04,2400.0,g,4 Mei 2026
MAIZENA,MAIZENA,food_main,2026-05-04,2354.0,g,4 Mei 2026
MAKARONI,MAKARONI,food_main,2026-05-04,2920.0,g,4 Mei 2026
HOT LAVA SAUCE,HOT LAVA SAUCE,food_main,2026-05-04,2066.0,g,4 Mei 2026
MANGKOK ENAMEL,MANGKOK ENAMEL,condiment,2026-05-04,4.0,pcs,4 Mei 2026
MAPPLE SYRUP,MAPPLE SYRUP,food_main,2026-05-04,25920.0,ml,4 Mei 2026
MARINASI BUTTERMILK,MARINASI BUTTERMILK,marinade,2026-05-04,0.0,g,4 Mei 2026
MARINASI NASVILE,MARINASI NASVILE,marinade,2026-05-04,0.0,g,4 Mei 2026
MAYONAISE KEWPIE,Mayonaise Kewpie,food_main,2026-05-04,2910.0,g,4 Mei 2026
MC LEWIS MAYONAISE,MC Lewis Mayonaise,food_main,2026-05-04,3345.0,g,4 Mei 2026
MICIN,MICIN,food_main,2026-05-04,1203.0,g,4 Mei 2026
MINYAK GORENG,MINYAK GORENG,food_main,2026-05-04,35000.0,pcs,4 Mei 2026
YELLOW MUSTARD,YELLOW MUSTARD,food_main,2026-05-04,1386.0,g,4 Mei 2026
NUTELLA,NUTELLA,beverage_main,2026-05-04,3000.0,g,4 Mei 2026
OAT,OAT,food_main,2026-05-04,0.0,g,4 Mei 2026
ONION POWDER,ONION POWDER,food_main,2026-05-04,108.0,g,4 Mei 2026
PAHA ATAS,PAHA ATAS,food_main,2026-05-04,22.0,pcs,4 Mei 2026
PAHA BAWAH,PAHA BAWAH,food_main,2026-05-04,33.0,pcs,4 Mei 2026
PALA POWDER,PALA POWDER,food_main,2026-05-04,347.0,g,4 Mei 2026
PAPER BAG MERAH,PAPER BAG MERAH,condiment,2026-05-04,0.0,pcs,4 Mei 2026
PAPER BAG PUTIH,PAPER BAG PUTIH,condiment,2026-05-04,250.0,pcs,4 Mei 2026
PAPER TRAY (L),PAPER TRAY (L),condiment,2026-05-04,0.0,pcs,4 Mei 2026
TRAY MELAMIN,TRAY MELAMIN,condiment,2026-05-04,17.0,pcs,4 Mei 2026
PAPER WRAP,PAPER WRAP,condiment,2026-05-04,4286.0,pcs,4 Mei 2026
PAPRIKA POWDER,PAPRIKA POWDER,food_main,2026-05-04,287.0,g,4 Mei 2026
PARMESAN POWDER,PARMESAN POWDER,food_main,2026-05-04,1850.0,g,4 Mei 2026
PARSLEY KERING,PARSLEY KERING,food_main,2026-05-04,317.0,g,4 Mei 2026
PEACH BUAH KALENG,PEACH BUAH KALENG,beverage_main,2026-05-04,2700.0,g,4 Mei 2026
MONIN PEACH SYRUP,MONIN PEACH SYRUP,beverage_main,2026-05-04,3748.0,ml,4 Mei 2026
PEANUT DRESSING,PEANUT DRESSING,sauce,2026-05-04,505.0,g,4 Mei 2026
PERISA RED PASTA,PERISA RED PASTA,food_main,2026-05-04,100.0,g,4 Mei 2026
PEWARNA KUNING,PEWARNA KUNING,food_main,2026-05-04,0.0,ml,4 Mei 2026
PICKLES,PICKLES,food_main,2026-05-04,182.0,g,4 Mei 2026
PIRING ENAMEL,PIRING ENAMEL,condiment,2026-05-04,41.0,pcs,4 Mei 2026
PISANG,PISANG,beverage_main,2026-05-04,920.0,g,4 Mei 2026
PISAU STAINLESS,PISAU STAINLESS,condiment,2026-05-04,0.0,pcs,4 Mei 2026
RAISING CANE,RAISING CANE,sauce,2026-05-04,3225.0,g,4 Mei 2026
RED VELVET POWDER,RED VELVET POWDER,food_main,2026-05-04,882.0,g,4 Mei 2026
ROSEMARY POWDER,ROSEMARY POWDER,food_main,2026-05-04,80.0,g,4 Mei 2026
ROYCO AYAM,ROYCO AYAM,food_main,2026-05-04,475.0,g,4 Mei 2026
RUSSIAN DRESSING,Russian dressing,sauce,2026-05-04,280.0,g,4 Mei 2026
SABUN CUCI PIRING,SABUN CUCI PIRING,condiment,2026-05-04,0.0,ml,4 Mei 2026
SALTED CARAMEL SYRUP,SALTED CARAMEL SYRUP,beverage_main,2026-05-04,295.0,ml,4 Mei 2026
SAOS SAMBAL,SAOS SAMBAL,food_main,2026-05-04,11200.0,g,4 Mei 2026
SAOS TOMAT,SAOS TOMAT,food_main,2026-05-04,11400.0,g,4 Mei 2026
SAUS TIRAM,SAUS TIRAM,food_main,2026-05-04,256.0,g,4 Mei 2026
SAYAP AYAM,SAYAP AYAM,food_main,2026-05-04,174.0,pcs,4 Mei 2026
SEDOTAN BESAR,SEDOTAN BESAR,condiment,2026-05-04,0.0,pcs,4 Mei 2026
SEDOTAN KECIL,SEDOTAN KECIL,condiment,2026-05-04,453.0,pcs,4 Mei 2026
SENDOK STAINLESS,SENDOK STAINLESS,condiment,2026-05-04,0.0,pcs,4 Mei 2026
SKM,SKM,condiment,2026-05-04,1276.0,ml,4 Mei 2026
PEANUT BUTTER,PEANUT BUTTER,beverage_main,2026-05-04,505.0,g,4 Mei 2026
SODA CHARGER,SODA CHARGER,beverage_main,2026-05-04,23.0,pcs,4 Mei 2026
SUNFLOWER OIL,SUNFLOWER OIL,food_main,2026-05-04,5000.0,ml,4 Mei 2026
SYRUP HAZELNUT,SYRUP HAZELNUT,food_main,2026-05-04,0.0,ml,4 Mei 2026
SYRUP RUM,SYRUP RUM,food_main,2026-05-04,0.0,ml,4 Mei 2026
TELUR AYAM,TELUR AYAM,food_main,2026-05-04,8064.0,g,4 Mei 2026
TEPUNG CAKRA KEMBAR,TEPUNG CAKRA KEMBAR,food_main,2026-05-04,3000.0,g,4 Mei 2026
TEPUNG ROTI,Tepung Roti,food_main,2026-05-04,0.0,g,4 Mei 2026
TEPUNG SEGITIGA BIRU,TEPUNG SEGITIGA BIRU,food_main,2026-05-04,7854.0,g,4 Mei 2026
TIKKA MASALA,Tikka masala,sauce,2026-05-04,187.0,g,4 Mei 2026
TISSUE HANDTOWEL,TISSUE HANDTOWEL,condiment,2026-05-04,54.0,pcs,4 Mei 2026
TISSUE MAKAN,TISSUE MAKAN,condiment,2026-05-04,39.0,pcs,4 Mei 2026
TISSUE ROLL,TISSUE ROLL,condiment,2026-05-04,33.0,pcs,4 Mei 2026
TOMAT FRESH,TOMAT FRESH,beverage_main,2026-05-04,0.0,g,4 Mei 2026
TOMATO PELLED,Tomato Pelled,food_main,2026-05-04,2500.0,g,4 Mei 2026
TRASH BAG,TRASH BAG,food_main,2026-05-04,4.0,pcs,4 Mei 2026
UNSALTED BUTTER (KG),UNSALTED BUTTER (KG),food_main,2026-05-04,2495.0,g,4 Mei 2026
UNSALTED BUTTER PORTION,UNSALTED BUTTER PORTION,food_main,2026-05-04,25.0,pcs,4 Mei 2026
VANILLA SYRUP,VANILLA SYRUP,food_main,2026-05-04,490.0,ml,4 Mei 2026
COOKING CREAM,COOKING CREAM,food_main,2026-05-04,2000.0,ml,4 Mei 2026
WIJEN,WIJEN,beverage_main,2026-05-04,164.0,g,4 Mei 2026
SALMON,Salmon,food_main,2026-05-04,0.0,g,4 Mei 2026
PAPRIKA HIJAU,Paprika hijau,food_main,2026-05-04,175.0,g,4 Mei 2026
SRIRACHA SAOS,Sriracha saos,food_main,2026-05-04,215.0,g,4 Mei 2026
HANDGLOVES PLASTIK,Handgloves plastik,condiment,2026-05-04,15.0,pcs,4 Mei 2026
SAUS SACHET SAMBAL,Saus sachet sambal,food_main,2026-05-04,221.0,pcs,4 Mei 2026
CRUMBLE LOTUS,Crumble lotus,beverage_main,2026-05-04,0.0,g,4 Mei 2026
RICE VINEGAR,Rice vinegar,beverage_main,2026-05-04,0.0,ml,4 Mei 2026
SOY SAUCE,Soy sauce,beverage_main,2026-05-04,75.0,g,4 Mei 2026
KUBIS PUTIH,Kubis Putih,beverage_main,2026-05-04,1695.0,g,4 Mei 2026
KUBIS UNGU,Kubis Ungu,beverage_main,2026-05-04,965.0,g,4 Mei 2026
KERTAS NASI,Kertas Nasi,condiment,2026-05-04,5098.0,pcs,4 Mei 2026
SALMON SANDWICH,Salmon sandwich,sauce,2026-05-04,0.0,g,4 Mei 2026
DAUN CURRY,Daun curry,food_main,2026-05-04,0.0,g,4 Mei 2026
ACAR ONION,Acar Onion,sauce,2026-05-04,0.0,g,4 Mei 2026
ALAS KERTAS TRAY,Alas kertas tray,condiment,2026-05-04,0.0,pcs,4 Mei 2026
PEWARNA MERAH,Pewarna merah,beverage_main,2026-05-04,0.0,ml,4 Mei 2026
DR PEPPER ORIGINAL,Dr Pepper Original,beverage_main,2026-05-04,0.0,pcs,4 Mei 2026
DR PEPPER STRAWBERRY CREAM,Dr Pepper Strawberry cream,beverage_main,2026-05-04,0.0,pcs,4 Mei 2026
ESPRESSO,Espresso,beverage_main,2026-05-04,0.0,ml,4 Mei 2026
SPORK HITAM,Spork hitam,condiment,2026-05-04,241.0,pcs,4 Mei 2026
SAUCE MAC & CHEESE,Sauce Mac & Cheese,sauce,2026-05-04,490.0,g,4 Mei 2026
ITALIAN HERBS,Italian Herbs,food_main,2026-05-04,96.0,g,4 Mei 2026
CHILI FLAKE,Chili Flake,food_main,2026-05-04,276.0,g,4 Mei 2026
APPLE VINEGAR,Apple Vinegar,food_main,2026-05-04,0.0,ml,4 Mei 2026
UNCLE MASALA,UNCLE MASALA,other,2026-05-04,0.0,pcs,4 Mei 2026
MIE,Mie,food_main,2026-05-04,36.0,pcs,4 Mei 2026
SANTAN,Santan,food_main,2026-05-04,1000.0,ml,4 Mei 2026
RUMPUT LAUT,Rumput laut,food_main,2026-05-04,36.0,g,4 Mei 2026
KAPULAGA,Kapulaga,food_main,2026-05-04,53.0,g,4 Mei 2026
LADA SZECHUAN,Lada szechuan,food_main,2026-05-04,91.0,g,4 Mei 2026
TERASI UDANG,Terasi udang,food_main,2026-05-04,89.0,g,4 Mei 2026
MOZZARELLA,Mozzarella,food_main,2026-05-04,5725.0,g,4 Mei 2026
CEKER AYAM,Ceker Ayam,food_main,2026-05-04,2130.0,g,4 Mei 2026
PARSLEY FRESH,Parsley Fresh,food_main,2026-05-04,330.0,g,4 Mei 2026
